"OrthoID","G_corn","T_brev","T_conf","T_cast","T_frem","A_MRCA","B_Tbrev_anc","C_Tconf_anc","D_Tfree-Tcast_anc"
"OG0000073",2.76267778247164,0.122911578130582,0.0828984001983153,2.59492156231954,1.97645785999276,1.51771077335726,1.15547155690612,1.1917897266793,2.1571843528129
"OG0000903",0.868445178232362,0.568856667116053,0.578499544926342,0.389083474583723,0.973126308062747,0.701624663005525,0.653086081435615,0.644832012596413,0.676843752878151
"OG0007783",0.0657164613452553,0.717975714574385,0.21748155020577,0.270250135927933,0.372796487668845,0.305807813843688,0.375665491010245,0.333955458908073,0.322983772116496
"OG0007991",0.519053239341224,0.594177983286998,0.28530106324144,0.646913493703719,1.29933945989053,0.589027568947964,0.609387503101135,0.625100321696002,0.932242276770848
"OG0008298",0.0742419303074636,0.137443829122475,0.0827401370104889,0.0295372080180878,0.0489848685185823,0.0836686979959292,0.086411537698618,0.0756618354196979,0.043537203866923
"OG0008300",1.43754748136689,1.03430565120674,1.0497749509932,1.02904266056295,0.882345627170116,1.1648248017015,1.08547261881858,1.0510035768272,0.966890572251125
"OG0008620",0.125267324013059,0.181250050069984,0.128264369833481,0.0478621809001496,0.12453084394672,0.131045750325919,0.132727058026899,0.121958567921662,0.0903976421629957
"OG0009231",0.0819821520189191,0.125220798763427,0.079921595322426,0.429196001116255,5.92243071312058,0.747376955730571,0.940982160175811,1.25307461237102,2.94994057633364
"OG0009837",0.0684991064816524,0.128320722508168,0.0906221657710473,0.0230520820988996,0.0724942832616877,0.0827139338773589,0.0868499213373574,0.079240751323679,0.0514698197057005
"OG0009838",0.11232319697898,0.135110855262967,0.119972628330931,0.040946786954677,0.58006857061789,0.161244560170366,0.175478862075904,0.193671633444176,0.296782422284634
"OG0009839",0.1125612407897,0.142973952228121,0.203066550605225,0.76417796666249,0.104287679835236,0.20518425474911,0.232134115875042,0.269664521193065,0.414900243554446
"OG0009840",0.173808099465918,0.252063300181154,0.248313011465356,0.343949325442361,0.249628910810897,0.232834907515933,0.250009519004521,0.259656348862328,0.292426964466971
"OG0009841",5.99661906240347,4.73200242407218,4.90744469330266,4.92398928824101,2.93626596317964,5.04774961310305,4.7716638025453,4.61819983507428,4.01095856737327
"OG0009842",2.68848265603071,3.26772777807138,3.19721573597489,2.40886517777561,2.97826804654917,2.92554106814671,2.9945162721717,2.96903398117103,2.72592700476561
"OG0009843",0.763391810425816,1.0780008926035,1.19436029701871,0.893607444829941,0.789655175007175,0.937452585790465,0.988097814476341,0.996220979157819,0.859791654670054
"OG0009844",2.7892618449759,5.12696895109763,4.63715350055061,3.87152748970016,2.44373745480906,3.78075738638489,4.06924580849198,3.98326537204585,3.25462328782573
"OG0009845",0.0912654997121282,0.218682331230307,0.0980699177460869,0.0316473774540279,0.0686478708798123,0.114541096410642,0.121313431620152,0.101712222759063,0.0562051498218621
"OG0009846",0.881795032474344,0.322638014174806,0.651927073801492,0.398434528210746,0.206339776071246,0.580778756760871,0.493194187005038,0.482801487468039,0.323581236737815
"OG0009847",3.17444903683089,1.76324418310854,3.03816501293397,3.45382514275928,2.10464655042075,2.72492546014593,2.5941307748229,2.71827386313172,2.77207436780695
"OG0009848",0.160477849640744,0.174861851098075,0.126492211848319,0.113253373948279,0.101756810435779,0.146279421552721,0.142148205682911,0.131778454757653,0.11035659342519
"OG0009849",0.0933544230656392,0.398037012420461,0.278850017507277,0.375684682971798,0.0800871632443041,0.230415843310685,0.27029563218201,0.26288818404758,0.231997796358519
"OG0009850",1.21027539252674,1.20285253858198,1.74685838769397,0.903327300349678,1.03564867277688,1.25919677870457,1.27343108729831,1.29894666566939,1.00819098155242
"OG0009852",0.516533680603072,0.34721759418608,0.541262320897747,0.604796489989464,0.295018095038859,0.466318121842664,0.45170725703592,0.468404443802698,0.452080236191274
"OG0009855",1.81049124706282,3.71282036149444,3.07452680376432,2.32656153870605,2.10406943809861,2.59414561995825,2.82215997208802,2.7409536108817,2.27706456623999
"OG0009856",0.999735156910949,1.44343992987782,0.80517923179235,0.486209708979288,0.704867451970484,0.984125580623276,0.979583772975214,0.864465865369831,0.627130679939289
"OG0009858",0.551931608549846,0.338456041703645,0.35192858867333,0.497845085837156,0.22423688545183,0.422154057400212,0.384393604233801,0.373224279170363,0.362472212011217
"OG0009859",0.772390571239813,0.607234366646782,0.555757772196111,0.80912099897076,0.663318488123085,0.683875602705749,0.658121030406853,0.655242928958418,0.726707032399781
"OG0009862",0.206658276027716,0.271425399065273,0.104249138032962,0.19214144391349,0.135234616743533,0.193745896078051,0.189988872509359,0.168030096695275,0.16419811242224
"OG0009864",1.59653829596618,0.791757639618732,1.75085255150881,1.26702050935302,0.911060168447526,1.32440838517587,1.24522867604629,1.30837692310865,1.11480679538757
"OG0009869",0.087041783791541,0.161385687816586,0.0951757687114314,9.88693132432295,11.336189338316,2.33591133224372,2.99024894695019,4.06244592783426,9.8422063636866
"OG0009870",0.188165334627049,0.239673743177953,0.345489943763664,0.278339740120342,0.217573139176966,0.243062523906209,0.259035569524501,0.273163640462059,0.250917643066996
"OG0009872",0.164953567840676,0.206606109060187,0.243497985946425,0.153956346587567,0.140363338709474,0.186107797128466,0.192262893115538,0.192421882438948,0.15247697833291
"OG0009873",1.725626199905,0.930007366756177,1.52493976383421,0.727474293717448,1.47242351567922,1.36337473542888,1.25797299731901,1.27521094564774,1.12053772606754
"OG0009877",1.43413982256268,0.666671784085148,0.789825308520086,0.795193048429072,0.111867203024088,0.919389409577858,0.769616134541307,0.70610140176456,0.483200811159485
"OG0009878",0.0775639473543813,0.159781435648627,0.090177385034545,0.0200039138258995,0.0854870294835656,0.094504533257026,0.099433615328014,0.087717263895082,0.0568537656098705
"OG0009879",0.508499126061266,0.349358369131715,0.232552208215422,0.381920658779239,0.298577119077962,0.382211126416411,0.345466003289754,0.322818019015592,0.338201206127437
"OG0009880",2.07932493303218,1.85717574495359,1.79997167006175,1.4869804002038,1.1069955323114,1.80712945910913,1.72793067354005,1.64982174886299,1.33843693994142
"OG0009881",0.446182179504958,0.690518728418432,0.559688656542356,0.650252720063284,0.737805348139908,0.579063015124871,0.61772640895293,0.622919693855525,0.685675499610741
"OG0009882",1.32440317994937,0.428148174221391,0.34291649482987,0.949287472489665,1.13776206981108,0.862936512315444,0.728666830566251,0.722200208629841,1.0057773274744
"OG0009883",1.56959311142481,1.014653540506,1.12074075666811,2.02923861604461,1.86582419298674,1.43087714966262,1.39051595058656,1.45778167040909,1.88999829730938
