"OrthoID","G_corn","T_brev","T_conf","T_cast","T_frem","A_MRCA","B_Tbrev_anc","C_Tconf_anc","D_Tfree-Tcast_anc"
"OG0000073",4.08452309025569,0.144501898319531,0.0804837097526863,2.19067146953334,2.8187965304879,2.04167707671812,1.44728466803848,1.41197517774236,2.37636269913206
"OG0000903",0.499056072759798,0.590535929539908,0.487962931247359,0.676537815168719,1.24862710339796,0.617180672254602,0.651550548766464,0.686641524108543,0.930166434729536
"OG0006441",1.24239266845695,0.129890270375878,0.906979078269432,1.07502138117672,1.51885407700336,0.922354233468211,0.829234921007844,0.94374723628563,1.25544685105244
"OG0007783",0.0682360707323235,0.658654059517963,0.205821360032369,0.207696285315252,0.413127374604147,0.287853911656683,0.351754556439008,0.315109127759744,0.310963642689936
"OG0007991",0.415413237961726,0.616064073315642,0.351462076181194,0.937175371457473,1.64387352250031,0.637004510703879,0.701479350938905,0.760267172517467,1.22823273655221
"OG0008300",1.55961548430508,1.19113143478112,0.953935560121625,1.04460520960812,0.990383882978518,1.24119271769451,1.14854350479748,1.08349474472538,1.02524788688258
"OG0008620",0.135621600617467,0.183515835291655,0.14174260170704,0.0538465822509831,0.117879214234048,0.137779601035358,0.138407499103946,0.127844470318045,0.0907946626084861
"OG0009837",0.0800089792289576,0.144888323677418,0.10024272256868,0.0119518233268651,0.0628865408996597,0.090452669962148,0.093491396547152,0.0828280829982113,0.0427535702319203
"OG0009838",0.107726955558276,0.133706139013376,0.128499763377401,0.0590319734945665,0.493513105865478,0.153626446158666,0.16698149523938,0.18293570808903,0.265307841663357
"OG0009839",0.101231757524475,0.131336750956323,0.183535736416159,0.104945866397873,0.107171291001572,0.125108486465106,0.132055728857516,0.136333580931498,0.109615119577175
"OG0009840",0.17896766167771,0.30965006051259,0.258996438958629,0.318633625119862,0.31857917272878,0.255200350433282,0.27738123493915,0.282661261469213,0.314383761722644
"OG0009841",5.7707408323847,4.77283911451484,5.12029459426255,4.38082005157701,3.02019101730614,4.96849838850687,4.73507559726288,4.5880445012275,3.80476873454114
"OG0009842",2.60217871295887,3.55652363489022,2.99807793017067,2.41337439220358,2.97724053921114,2.92686335258355,3.02133453823772,2.94741078757371,2.72492317845596
"OG0009843",0.691539622588329,1.18249099684553,1.04469463824025,1.04335625893593,1.02608300909217,0.949454801905895,1.0244985514855,1.03052902599079,1.03422734441413
"OG0009844",3.06751206633178,4.26390530082331,4.66873537445883,2.99410160251766,2.11032839972455,3.55010859219648,3.69052627885921,3.63448513238049,2.67935414822347
"OG0009845",0.0938255526857866,0.187276574179202,0.0970161527103162,0.037088604431219,0.0740464621370269,0.108839266930038,0.113207700827518,0.0978343095813198,0.0605328018746356
"OG0009846",1.08653912327753,0.288078057819195,0.766713651912743,0.162357005528739,0.100815582230411,0.631267980544249,0.498800966712424,0.471633340835343,0.171533152132355
"OG0009847",3.08704284441714,1.87919999955419,2.21773291154126,3.21471436024691,3.11332187841311,2.64758099283547,2.5197138962685,2.59944136697992,3.09769474525325
"OG0009848",0.158127584733111,0.161225722270806,0.18575204675513,0.0745933501729071,0.11570197947639,0.15076941414184,0.148628459457914,0.144310366801258,0.100923028865492
"OG0009849",0.10144192559956,0.287691679133779,0.350477968270888,0.0662010715995684,0.0661704883334269,0.186050496882055,0.210668452492159,0.206539878566144,0.0826738081148086
"OG0009850",1.4884677802764,1.14487954613781,1.66705981429288,1.04738857029828,1.16902234391713,1.35899752493817,1.32132648345346,1.34184444071871,1.13565208087399
"OG0009852",0.460420897085548,0.304266140668643,0.548385970066802,0.565421212418792,0.36406794754466,0.440392657239344,0.434565182410155,0.462706511945946,0.464505158949655
"OG0009855",1.8479747589786,3.17892208736567,3.47107512922144,1.96178812539954,2.34318056678628,2.54079387436157,2.74237853617299,2.75563519036181,2.22333919249359
"OG0009856",0.934029953245178,1.4032033152196,0.710373514967652,0.41575123171973,0.725140365967458,0.927642579535813,0.925784090731916,0.808963574973802,0.59846555634227
"OG0009858",0.523600030578318,0.386225921116389,0.278565605057828,0.503811593532091,0.268103867160358,0.414899339320221,0.383271470516661,0.363873474901145,0.383363393386735
"OG0009859",0.962957748716207,0.542453612039379,0.926102096838231,0.806848676687569,0.761985387224416,0.816847951396042,0.774335420453764,0.805430606994421,0.786885591265533
"OG0009862",0.199656733000284,0.245934698908968,0.119505517047603,0.130789157054949,0.14168047742476,0.182177126366525,0.177091209258255,0.157399941702402,0.138721179742858
"OG0009864",1.4735873929911,0.837651297139657,1.26232226031636,1.66989209103994,1.00279809383648,1.25126509785947,1.18657755722706,1.23294514723814,1.3241982351394
"OG0009869",0.077041517617107,0.144127569230846,0.0972409794146941,9.14574558976142,14.7097478853064,2.6073769816876,3.34361073660088,4.5540173123054,11.0615215290489
